customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
C0605,1,82,29370.85,5,5,5,Champions
C0606,3,21,4412.4884999999995,5,5,5,Champions
C0607,49,12,1901.228,3,4,3,Loyal
C0608,212,12,2705.716,1,4,4,At Risk
C0609,4,6,1493.9675,5,3,3,Loyal
C0610,20,32,9861.2885,4,5,5,Champions
C0611,16,20,5315.7205,4,5,5,Champions
C0612,96,6,1908.8915,2,3,3,Regular
C0613,133,4,506.4815,1,2,1,Hibernating
C0614,64,1,303.875,2,1,1,Hibernating
C0615,6,4,1376.075,5,2,3,Promising
C0616,51,27,5836.1455,3,5,5,Loyal
C0617,6,37,11061.1145,5,5,5,Champions
C0618,76,3,616.7155,2,2,2,Hibernating
C0619,53,6,2982.9765,3,3,4,Loyal
C0620,145,6,1336.184,1,3,3,Regular
C0621,50,5,901.1495,3,3,2,Loyal
C0622,251,2,489.64,1,1,1,Hibernating
C0623,221,2,746.2204999999999,1,1,2,Hibernating
C0624,153,1,429.78,1,1,1,Hibernating
C0625,2,3,727.96,5,2,2,Promising
C0626,341,1,207.34699999999998,1,1,1,Hibernating
C0627,12,7,2746.841,4,4,4,Champions
C0628,14,18,5678.199,4,5,5,Champions
C0630,10,14,3431.2210000000005,5,5,4,Champions
C0631,34,4,907.5139999999999,3,2,2,Regular
C0632,75,1,135.3115,2,1,1,Hibernating
C0633,1,1,267.68,5,1,1,Promising
C0634,44,8,2955.2855,3,4,4,Loyal
C0635,85,12,3513.871,2,4,4,At Risk
C0636,27,9,2995.673,4,4,4,Champions
C0637,2,68,26426.583,5,5,5,Champions
C0638,99,5,1231.55,2,3,2,Regular
C0639,242,1,123.92,1,1,1,Hibernating
C0640,12,6,1356.4675,4,3,3,Loyal
C0641,110,3,435.63,1,2,1,Hibernating
C0642,25,7,2459.641,4,4,4,Champions
C0643,202,3,816.825,1,2,2,Hibernating
C0644,99,4,877.484,2,2,2,Hibernating
C0645,159,5,1387.3519999999999,1,3,3,Regular
C0646,36,6,1415.0365000000002,3,3,3,Loyal
C0647,85,5,1093.253,2,3,2,Regular
C0648,68,1,697.47,2,1,2,Hibernating
C0649,21,5,1264.03,4,3,3,Loyal
C0650,67,3,699.408,2,2,2,Hibernating
C0651,107,6,972.2425,2,3,2,Regular
C0652,15,9,3121.361,4,4,4,Champions
C0654,20,4,1350.637,4,2,3,Promising
C0656,16,18,7311.9355,4,5,5,Champions
C0657,34,2,830.268,3,1,2,Regular
C0658,73,7,2062.085,2,4,3,At Risk
C0659,179,2,237.07,1,1,1,Hibernating
C0660,75,2,774.54,2,1,2,Hibernating
C0661,17,5,835.957,4,3,2,Loyal
C0662,89,5,1234.6685,2,3,3,Regular
C0665,17,6,2671.776,4,3,4,Loyal
C0666,23,6,1954.015,4,3,3,Loyal
C0667,20,9,2332.063,4,4,4,Champions
C0668,13,10,1785.6860000000001,4,4,3,Champions
C0669,77,1,428.92199999999997,2,1,1,Hibernating
C0670,63,9,3397.522,2,4,4,At Risk
C0672,14,17,4480.2935,4,5,5,Champions
C0673,131,8,1969.4540000000002,1,4,3,At Risk
C0674,182,1,251.30349999999996,1,1,1,Hibernating
C0675,92,1,46.07,2,1,1,Hibernating
C0676,2,24,5001.427,5,5,5,Champions
C0677,91,3,701.157,2,2,2,Hibernating
C0678,140,8,1838.7055,1,4,3,At Risk
C0679,7,25,9921.282000000001,5,5,5,Champions
C0680,41,5,1261.714,3,3,3,Loyal
C0681,8,8,2577.2905,5,4,4,Champions
C0682,260,5,548.851,1,3,1,Regular
C0683,40,14,4823.319,3,5,5,Loyal
C0684,1,9,2891.999,5,4,4,Champions
C0685,49,3,779.486,3,2,2,Regular
C0687,111,2,242.8265,1,1,1,Hibernating
C0688,16,6,1810.0729999999999,4,3,3,Loyal
C0689,108,8,1581.622,2,4,3,At Risk
C0690,31,1,395.92,3,1,1,Regular
C0691,5,3,1783.0610000000001,5,2,3,Promising
C0692,30,6,1635.949,3,3,3,Loyal
C0693,41,21,4822.1395,3,5,5,Loyal
C0694,104,3,589.02,2,2,2,Hibernating
C0695,37,6,1540.591,3,3,3,Loyal
C0696,38,1,268.74,3,1,1,Regular
C0697,48,5,2203.0195,3,3,3,Loyal
C0698,19,4,1957.993,4,2,3,Promising
C0699,50,4,633.086,3,2,2,Regular
C0700,12,5,951.01,4,3,2,Loyal
C0702,70,3,1186.16,2,2,2,Hibernating
C0703,23,2,1229.59,4,1,2,Promising
C0706,4,12,3621.864,5,4,4,Champions
C0707,1,18,5223.2155,5,5,5,Champions
C0708,51,18,4367.3589999999995,3,5,5,Loyal
C0709,76,2,839.5040000000001,2,1,2,Hibernating
C0710,8,8,1842.0235,5,4,3,Champions
C0711,47,14,5220.659,3,5,5,Loyal
C0712,90,1,306.698,2,1,1,Hibernating
C0713,74,2,272.39,2,2,1,Hibernating
C0714,7,58,17559.0675,5,5,5,Champions
C0715,14,20,4956.774,4,5,5,Champions
C0716,29,2,189.06300000000002,3,2,1,Regular
C0717,17,12,2674.075,4,4,4,Champions
C0718,51,4,2073.238,3,2,3,Regular
C0719,57,3,1681.064,2,2,3,Hibernating
C0720,38,1,337.08,3,1,1,Regular
C0721,26,6,2142.242,4,3,3,Loyal
C0722,43,1,206.3375,3,1,1,Regular
C0723,97,3,1115.5904999999998,2,2,2,Hibernating
C0724,202,9,2741.082,1,4,4,At Risk
C0725,132,10,3561.4139999999998,1,4,4,At Risk
C0726,2,3,272.8295,5,2,1,Promising
C0727,32,4,2012.4910000000002,3,2,3,Regular
C0728,3,24,6009.869000000001,5,5,5,Champions
C0729,23,6,1652.781,4,3,3,Loyal
C0730,30,3,658.86,3,2,2,Regular
C0731,32,5,1045.815,3,3,2,Loyal
C0732,53,9,2324.9215,3,4,4,Loyal
C0733,87,5,1027.8605,2,3,2,Regular
C0734,27,6,1767.763,4,3,3,Loyal
C0735,10,1,144.83,5,1,1,Promising
C0736,393,2,754.7719999999999,1,2,2,Hibernating
C0737,34,3,893.62,3,2,2,Regular
C0738,22,14,5086.5345,4,5,5,Champions
C0739,28,6,2117.1220000000003,4,3,3,Loyal
C0740,115,8,2598.9024999999997,1,4,4,At Risk
C0741,30,9,5009.892,3,4,5,Loyal
C0742,5,42,12361.906,5,5,5,Champions
C0743,2,23,7631.625,5,5,5,Champions
C0744,10,5,2338.376,5,3,4,Loyal
C0745,42,12,4586.706,3,4,5,Loyal
C0746,3,7,579.7795,5,4,2,Champions
C0747,20,4,529.153,4,3,1,Loyal
C0749,39,8,1744.1509999999998,3,4,3,Loyal
C0750,85,1,103.67349999999999,2,1,1,Hibernating
C0751,13,3,622.319,4,2,2,Promising
C0752,71,2,1170.032,2,2,2,Hibernating
C0753,5,17,5089.407499999999,5,5,5,Champions
C0754,14,14,2428.631,4,5,4,Champions
C0756,16,8,3454.1435,4,4,4,Champions
C0757,125,10,1650.1605000000002,1,4,3,At Risk
C0758,223,7,1739.2324999999998,1,4,3,At Risk
C0759,38,5,1458.6845,3,3,3,Loyal
C0760,1,52,17499.4645,5,5,5,Champions
C0763,100,1,214.89,2,1,1,Hibernating
C0764,45,4,581.9605,3,3,2,Loyal
C0765,149,2,822.0239999999999,1,2,2,Hibernating
C0766,87,7,1595.3664999999999,2,4,3,At Risk
C0767,76,14,4817.521,2,5,5,At Risk
C0768,4,6,1433.7740000000001,5,3,3,Loyal
C0769,25,10,3203.6279999999997,4,4,4,Champions
C0770,107,15,3000.98,2,5,4,At Risk
C0771,106,27,6150.693,2,5,5,At Risk
C0772,10,18,7180.947999999999,5,5,5,Champions
C0773,41,2,310.4695,3,2,1,Regular
C0774,37,1,230.61249999999998,3,1,1,Regular
C0775,163,8,3805.9579999999996,1,4,4,At Risk
C0776,12,3,386.68149999999997,4,2,1,Promising
C0778,112,2,930.4680000000001,1,2,2,Hibernating
C0779,87,16,5507.7335,2,5,5,At Risk
C0780,68,7,3386.3700000000003,2,4,4,At Risk
C0781,2,4,1026.689,5,3,2,Loyal
C0782,17,6,1072.1925,4,3,2,Loyal
C0783,152,1,197.68,1,1,1,Hibernating
C0785,625,1,110.5935,1,1,1,Hibernating
C0786,136,4,981.5315,1,3,2,Regular
C0787,62,1,123.92,2,1,1,Hibernating
C0788,30,11,3219.757,3,4,4,Loyal
C0789,178,3,156.39350000000002,1,2,1,Hibernating
C0790,162,4,856.4264999999999,1,3,2,Regular
C0791,93,12,2428.1330000000003,2,4,4,At Risk
C0792,58,14,4459.2345,2,5,5,At Risk
C0793,52,5,851.407,3,3,2,Loyal
C0794,21,11,3266.5395,4,4,4,Champions
C0795,42,14,5211.7425,3,5,5,Loyal
C0796,9,14,3131.4295,5,5,4,Champions
C0797,10,27,6777.664,5,5,5,Champions
C0798,79,7,1562.017,2,4,3,At Risk
C0799,6,12,2755.4515,5,4,4,Champions
C0800,18,6,917.433,4,3,2,Loyal
C0801,10,1,438.68999999999994,5,1,1,Promising
C0802,87,5,920.9019999999999,2,3,2,Regular
C0804,516,1,91.52,1,1,1,Hibernating
C0806,4,18,5009.751,5,5,5,Champions
C0807,394,3,828.731,1,2,2,Hibernating
C0808,113,5,2015.54,1,3,3,Regular
C0809,85,8,3075.674,2,4,4,At Risk
C0810,28,11,3588.667,4,4,4,Champions
C0811,86,3,573.2085,2,2,1,Hibernating
C0812,11,27,8434.3395,5,5,5,Champions
C0814,10,9,2760.7985000000003,5,4,4,Champions
C0816,21,6,986.855,4,3,2,Loyal
C0817,51,1,843.7,3,1,2,Regular
C0818,10,20,5241.49,5,5,5,Champions
C0819,15,3,686.95,4,2,2,Promising
C0820,14,4,835.67,4,3,2,Loyal
C0821,30,4,1114.5729999999999,3,3,2,Loyal
C0822,85,1,591.84,2,1,2,Hibernating
C0823,79,8,2029.051,2,4,3,At Risk
C0824,48,34,10440.948,3,5,5,Loyal
C0825,3,21,6041.7785,5,5,5,Champions
C0826,8,28,8656.496,5,5,5,Champions
C0827,25,2,553.0709999999999,4,2,1,Promising
C0829,39,5,3120.5,3,3,4,Loyal
C0830,21,2,432.33,4,2,1,Promising
C0831,72,2,493.94199999999995,2,2,1,Hibernating
C0832,22,16,4629.3265,4,5,5,Champions
C0833,4,6,3389.6225,5,3,4,Loyal
C0834,290,2,249.192,1,2,1,Hibernating
C0835,89,2,436.7025,2,2,1,Hibernating
C0836,122,9,1662.501,1,4,3,At Risk
C0837,176,3,747.412,1,2,2,Hibernating
C0839,28,25,8953.114,4,5,5,Champions
C0840,154,2,957.6365,1,2,2,Hibernating
C0841,132,7,1123.6725000000001,1,4,2,At Risk
C0842,3,82,23231.364999999998,5,5,5,Champions
C0843,86,7,3293.2055,2,4,4,At Risk
C0844,55,6,2769.5755,2,3,4,Regular
C0845,1,24,5424.213,5,5,5,Champions
C0846,10,4,1305.285,5,3,3,Loyal
C0847,5,25,6743.32,5,5,5,Champions
C0848,51,1,382.54,3,1,1,Regular
C0849,11,10,3167.6735,5,4,4,Champions
C0850,54,6,2200.9445,2,3,3,Regular
C0851,124,1,498.672,1,1,1,Hibernating
C0852,4,37,10963.3465,5,5,5,Champions
C0853,55,6,2080.978,2,3,3,Regular
C0854,93,1,357.5,2,1,1,Hibernating
C0855,204,2,856.98,1,2,2,Hibernating
C0856,10,3,487.49749999999995,5,2,1,Promising
C0857,329,3,733.2149999999999,1,2,2,Hibernating
C0858,61,4,1235.6100000000001,2,3,3,Regular
C0860,59,4,872.8725,2,3,2,Regular
C0861,1,10,3304.9315,5,4,4,Champions
C0862,118,5,2153.2925,1,3,3,Regular
C0863,185,2,464.02000000000004,1,2,1,Hibernating
C0864,150,9,3887.9835,1,4,4,At Risk
C0865,18,2,329.72,4,2,1,Promising
C0866,13,1,169.9915,4,1,1,Promising
C0867,1,8,2504.67,5,4,4,Champions
C0868,3,10,5307.6685,5,4,5,Champions
C0869,35,17,3724.977,3,5,4,Loyal
C0870,107,8,3138.1315,2,4,4,At Risk
C0871,185,4,1109.974,1,3,2,Regular
C0872,3,3,622.266,5,2,2,Promising
C0873,15,9,2589.5444999999995,4,4,4,Champions
C0874,13,11,2369.2805,4,4,4,Champions
C0875,87,3,1212.6474999999998,2,2,2,Hibernating
C0876,36,21,7796.836,3,5,5,Loyal
C0877,50,4,591.1505,3,3,2,Loyal
C0878,45,12,5495.417,3,4,5,Loyal
C0880,2,36,13388.732,5,5,5,Champions
C0881,80,4,1006.888,2,3,2,Regular
C0882,21,6,1648.2175,4,3,3,Loyal
C0883,49,7,1795.0330000000001,3,4,3,Loyal
C0884,224,5,1587.1184999999998,1,3,3,Regular
C0886,3,22,7193.6295,5,5,5,Champions
C0887,44,1,159.664,3,1,1,Regular
C0888,9,5,1106.82,5,3,2,Loyal
C0889,319,6,2010.71,1,3,3,Regular
C0890,5,1,437.81800000000004,5,1,1,Promising
C0891,31,16,5284.0815,3,5,5,Loyal
C0892,160,7,2013.03,1,4,3,At Risk
C0893,72,1,160.52400000000003,2,1,1,Hibernating
C0894,2,4,1516.148,5,3,3,Loyal
C0895,57,6,2724.5159999999996,2,3,4,Regular
C0896,32,3,1284.011,3,2,3,Regular
C0897,105,2,265.24649999999997,2,2,1,Hibernating
C0898,28,4,923.2560000000001,4,3,2,Loyal
C0899,87,3,649.076,2,2,2,Hibernating
C0900,27,2,457.63199999999995,4,2,1,Promising
C0901,132,5,881.8665,1,3,2,Regular
C0902,17,4,1076.961,4,3,2,Loyal
C0903,4,9,2861.6059999999998,5,4,4,Champions
C0904,105,2,935.7089999999998,2,2,2,Hibernating
C0905,141,12,5142.684,1,4,5,At Risk
C0906,101,1,178.36,2,1,1,Hibernating
C0907,67,15,4829.373,2,5,5,At Risk
C0908,14,13,4695.3275,4,4,5,Champions
C0909,47,14,6015.5105,3,5,5,Loyal
C0910,57,1,349.19,2,1,1,Hibernating
C0911,36,4,1202.1235,3,3,2,Loyal
C0912,79,6,2889.004,2,3,4,Regular
C0913,10,8,2987.2999999999997,5,4,4,Champions
C0914,67,1,264.53,2,1,1,Hibernating
C0915,106,12,3506.9145000000003,2,4,4,At Risk
C0916,50,1,160.27200000000002,3,1,1,Regular
C0917,38,13,3717.3675,3,4,4,Loyal
C0918,7,37,12619.5255,5,5,5,Champions
C0919,32,1,233.18899999999996,3,1,1,Regular
C0920,20,10,3906.9390000000003,4,4,4,Champions
C0921,149,3,786.8000000000001,1,2,2,Hibernating
C0922,278,3,781.4399999999999,1,2,2,Hibernating
C0923,98,7,3960.105,2,4,4,At Risk
C0924,37,11,4354.9385,3,4,5,Loyal
C0925,24,7,3011.4269999999997,4,4,4,Champions
C0926,25,4,1067.54,4,3,2,Loyal
C0927,39,2,170.334,3,2,1,Regular
C0928,25,6,1832.086,4,3,3,Loyal
C0929,36,17,4421.282999999999,3,5,5,Loyal
C0930,7,9,4325.5165,5,4,5,Champions
C0932,15,11,3126.9915,4,4,4,Champions
C0933,4,24,7316.15,5,5,5,Champions
C0934,10,2,571.73,5,2,1,Promising
C0935,12,13,3475.6059999999998,4,4,4,Champions
C0936,134,5,1684.3925000000002,1,3,3,Regular
C0937,57,16,4878.1894999999995,2,5,5,At Risk
C0938,164,2,298.5065,1,2,1,Hibernating
C0939,3,1,54.36,5,1,1,Promising
C0940,105,5,972.846,2,3,2,Regular
C0941,38,2,500.53,3,2,1,Regular
C0942,197,3,1031.501,1,2,2,Hibernating
C0943,365,3,301.64,1,2,1,Hibernating
C0944,14,37,8412.691,4,5,5,Champions
C0945,31,5,627.131,3,3,2,Loyal
C0946,16,6,1765.291,4,3,3,Loyal
C0947,24,8,1566.8355,4,4,3,Champions
C0948,100,2,169.14999999999998,2,2,1,Hibernating
C0949,122,7,1087.6025,1,4,2,At Risk
C0950,142,7,877.09,1,4,2,At Risk
C0951,124,3,1055.045,1,2,2,Hibernating
C0952,198,2,393.71500000000003,1,2,1,Hibernating
C0954,26,8,2291.02,4,4,4,Champions
C0955,2,91,25616.484,5,5,5,Champions
C0956,92,4,1419.7155,2,3,3,Regular
C0957,231,8,1628.155,1,4,3,At Risk
C0958,46,3,874.0160000000001,3,2,2,Regular
C0959,6,39,9214.2825,5,5,5,Champions
C0960,74,7,2865.3469999999998,2,4,4,At Risk
C0961,180,1,145.18,1,1,1,Hibernating
C0962,61,9,2196.0370000000003,2,4,3,At Risk
C0963,69,3,424.313,2,2,1,Hibernating
C0964,7,23,8121.4884999999995,5,5,5,Champions
C0965,157,4,807.6019999999999,1,3,2,Regular
C0966,29,14,5966.3460000000005,3,5,5,Loyal
C0967,29,12,3568.576,3,4,4,Loyal
C0968,23,5,2289.625,4,3,4,Loyal
C0969,106,2,482.31600000000003,2,2,1,Hibernating
C0970,133,11,3621.4645,1,4,4,At Risk
C0971,183,6,1177.0140000000001,1,3,2,Regular
C0972,80,4,823.8330000000001,2,3,2,Regular
C0973,166,5,2024.579,1,3,3,Regular
C0974,37,8,2642.3685,3,4,4,Loyal
C0975,69,6,2431.346,2,3,4,Regular
C0976,120,4,991.399,1,3,2,Regular
C0977,59,14,4227.152,2,5,5,At Risk
C0978,64,3,1670.9279999999999,2,2,3,Hibernating
C0979,124,7,1058.7175,1,4,2,At Risk
C0980,55,2,796.472,2,2,2,Hibernating
C0981,7,6,1236.3629999999998,5,3,3,Loyal
C0982,30,10,3531.397,3,4,4,Loyal
C0983,82,7,1264.4070000000002,2,4,3,At Risk
C0984,51,10,3797.1724999999997,3,4,4,Loyal
C0985,135,2,166.8095,1,2,1,Hibernating
C0986,39,9,3923.235,3,4,4,Loyal
C0988,16,14,2417.7174999999997,4,5,4,Champions
C0989,3,4,790.0825,5,3,2,Loyal
C0990,106,3,667.2460000000001,2,2,2,Hibernating
C0991,102,9,3156.398,2,4,4,At Risk
C0992,80,5,1350.94,2,3,3,Regular
C0993,342,5,1464.5625,1,3,3,Regular
C0994,35,2,356.004,3,2,1,Regular
C0995,31,8,3141.712,3,4,4,Loyal
C0996,54,2,333.79600000000005,2,2,1,Hibernating
C0997,86,1,159.19,2,1,1,Hibernating
C0998,24,26,4181.4265,4,5,4,Champions
C0999,17,8,2337.5969999999998,4,4,4,Champions
